Date,VSt,VS,VSp,GRt,GR,GRp,TIt,TI,TIp,rCHt,rCH,rCHp,CHt,CH,CHp,Rhm,Rh,Rhp
1997-01-06,,,,,,,,,,,,,8440,5542,0.657,,,
1997-01-13,,,,,,,,,,,,,8430,5086,0.603,,,
1997-01-20,,,,,,,,,,,,,8430,4580,0.543,,,
1997-01-27,,,,,,,,,,,,,8440,4243,0.503,,,
1997-02-03,,,,,,,,,,,,,8430,3880,0.46,,,
1997-02-10,,,,,,,,,,,,,8430,3517,0.417,,,
1997-02-17,,,,,,,,,,,,,8440,3290,0.39,,,
1997-02-24,,,,,,,,,,,,,8430,3011,0.357,,,
1997-03-03,,,,,,,,,,,,,8430,2817,0.334,,,
1997-03-10,,,,,,,,,,,,,8440,2573,0.305,,,
1997-03-17,,,,,,,,,,,,,8430,2370,0.281,,,
1997-03-24,,,,,,,,,,,,,8430,2142,0.254,,,
1997-03-31,,,,,,,,,,,,,8430,1948,0.231,,,
1997-04-07,,,,,,,,,,,,,8440,1780,0.211,,,
1997-04-14,,,,,,,,,,,,,8430,1594,0.189,,,
1997-04-21,,,,,,,,,,,,,8430,1400,0.166,,,
1997-04-28,,,,,,,,,,,,,8440,1198,0.142,,,
1997-05-05,,,,,,,,,,,,,8430,1172,0.139,,,
1997-05-12,,,,,,,,,,,,,8440,1232,0.146,,,
1997-05-19,,,,,,,,,,,,,8440,1409,0.167,,,
1997-05-26,,,,,,,,,,,,,8440,1704,0.202,,,
1997-06-02,,,,,,,,,,,,,8440,2092,0.248,,,
1997-06-09,,,,,,,,,,,,,8430,2471,0.293,,,
1997-06-16,,,,,,,,,,,,,8430,3163,0.375,,,
1997-06-23,,,,,,,,,,,,,8440,3754,0.445,,,
1997-06-30,,,,,,,,,,,,,8440,4277,0.507,,,
1997-07-07,,,,,,,,,,,,,8440,4707,0.558,,,
1997-07-14,,,,,,,,,,,,,8440,5061,0.6,,,
1997-07-21,,,,,,,,,,,,,8430,5592,0.663,,,
1997-07-28,,,,,,,,,,,,,8440,6048,0.717,,,
1997-08-04,,,,,,,,,,,,,8430,6461,0.766,,,
1997-08-11,,,,,,,,,,,,,8440,6841,0.811,,,
1997-08-18,,,,,,,,,,,,,8440,7153,0.848,,,
1997-08-25,,,,,,,,,,,,,8440,7347,0.871,,,
1997-09-01,,,,,,,,,,,,,8440,7676,0.91,,,
1997-09-08,,,,,,,,,,,,,8440,7794,0.924,,,
1997-09-15,,,,,,,,,,,,,8430,7861,0.932,,,
1997-09-22,,,,,,,,,,,,,8430,7836,0.929,,,
1997-09-29,,,,,,,,,,,,,8440,7752,0.919,,,
1997-10-06,,,,,,,,,,,,,8440,7651,0.907,,,
1997-10-13,,,,,,,,,,,,,8430,7625,0.904,,,
1997-10-20,,,,,,,,,,,,,8430,7490,0.888,,,
1997-10-27,,,,,,,,,,,,,8430,7178,0.851,,,
1997-11-03,,,,,,,,,,,,,8430,6815,0.808,,,
1997-11-10,,,,,,,,,,,,,8430,6672,0.791,,,
1997-11-17,,,,,,,,,,,,,8440,6487,0.769,,,
1997-11-24,,,,,,,,,,,,,8440,6217,0.737,,,
1997-12-01,,,,,,,,,,,,,8430,5896,0.699,,,
1997-12-08,,,,,,,,,,,,,8430,5508,0.653,,,
1997-12-15,,,,,,,,,,,,,8430,5238,0.621,,,
1997-12-22,,,,,,,,,,,,,8430,4951,0.587,,,
1997-12-29,,,,,,,,,,,,,8430,4968,0.589,,,
1998-01-05,,,,,,,,,,,,,8430,4934,0.585,,,
1998-01-12,,,,,,,,,,,,,8440,4783,0.567,,,
1998-01-19,,,,,,,,,,,,,8430,4504,0.534,,,
1998-01-26,,,,,,,,,,,,,8430,4150,0.492,,,
1998-02-02,,,,,,,,,,,,,8430,3711,0.44,,,
1998-02-09,,,,,,,,,,,,,8440,3231,0.383,,,
1998-02-16,,,,,,,,,,,,,8430,2910,0.345,,,
1998-02-23,,,,,,,,,,,,,8440,2632,0.312,,,
1998-03-02,,,,,,,,,,,,,8440,2345,0.278,,,
1998-03-09,,,,,,,,,,,,,8440,2092,0.248,,,
1998-03-16,,,,,,,,,,,,,8440,1763,0.209,,,
1998-03-23,,,,,,,,,,,,,8430,1501,0.178,,,
1998-03-30,,,,,,,,,,,,,8430,1189,0.141,,,
1998-04-06,,,,,,,,,,,,,8500,1122,0.132,,,
1998-04-13,,,,,,,,,,,,,8500,1020,0.12,,,
1998-04-20,,,,,,,,,,,,,8500,782,0.092,,,
1998-04-27,,,,,,,,,,,,,8500,714,0.084,,,
1998-05-04,,,,,,,,,,,,,8500,731,0.086,,,
1998-05-11,,,,,,,,,,,,,8500,748,0.088,,,
1998-05-18,,,,,,,,,,,,,8500,1156,0.136,,,
1998-05-25,,,,,,,,,,,,,8500,1386,0.163,,,
1998-06-01,,,,,,,,,,,,,8500,1573,0.185,,,
1998-06-08,,,,,,,,,,,,,8500,2261,0.266,,,
1998-06-15,,,,,,,,,,,,,8500,2890,0.34,,,
1998-06-22,,,,,,,,,,,,,8500,3077,0.362,,,
1998-06-29,,,,,,,,,,,,,8500,3715,0.437,,,
1998-07-06,,,,,,,,,,,,,8500,4318,0.508,,,
1998-07-13,,,,,,,,,,,,,8500,4624,0.544,,,
1998-07-20,,,,,,,,,,,,,8500,4981,0.586,,,
1998-07-27,,,,,,,,,,,,,8500,5415,0.637,,,
1998-08-03,,,,,,,,,,,,,8500,5933,0.698,,,
1998-08-10,,,,,,,,,,,,,8500,6435,0.757,,,
1998-08-17,,,,,,,,,,,,,8500,6800,0.8,,,
1998-08-24,,,,,,,,,,,,,8500,7183,0.845,,,
1998-08-31,,,,,,,,,,,,,8500,7293,0.858,,,
1998-09-07,,,,,,,,,,,,,8500,7514,0.884,,,
1998-09-14,,,,,,,,,,,,,8500,7846,0.923,,,
1998-09-21,,,,,,,,,,,,,8500,7871,0.926,,,
1998-09-28,,,,,,,,,,,,,8500,7820,0.92,,,
1998-10-05,,,,,,,,,,,,,8500,7854,0.924,,,
1998-10-12,,,,,,,,,,,,,8500,7931,0.933,,,
1998-10-19,,,,,,,,,,,,,8500,7880,0.927,,,
1998-10-26,,,,,,,,,,,,,8500,7880,0.927,,,
1998-11-02,,,,,,,,,,,,,8500,7914,0.931,,,
1998-11-09,,,,,,,,,,,,,8500,7786,0.916,,,
1998-11-16,,,,,,,,,,,,,8500,7676,0.903,,,
1998-11-23,,,,,,,,,,,,,8500,7319,0.861,,,
1998-11-30,,,,,,,,,,,,,8500,6885,0.81,,,
1998-12-07,,,,,,,,,,,,,8500,6503,0.765,,,
1998-12-14,,,,,,,,,,,,,8500,6010,0.707,,,
1998-12-21,,,,,,,,,,,,,8500,5755,0.677,,,
1998-12-28,,,,,,,,,,,,,8500,5508,0.648,,,
1999-01-04,,,,,,,,,,,,,8500,5458,0.642,,,
1999-01-11,,,,,,,,,,,,,8500,5271,0.62,,,
1999-01-18,,,,,,,,,,,,,8500,4907,0.577,,,
1999-01-25,,,,,,,,,,,,,8510,4559,0.536,,,
1999-02-01,,,,,,,,,,,,,8500,4208,0.495,,,
1999-02-08,,,,,,,,,,,,,8500,3825,0.45,,,
1999-02-15,,,,,,,,,,,,,8500,3384,0.398,,,
1999-02-22,,,,,,,,,,,,,8510,3029,0.356,,,
1999-03-01,,,,,,,,,,,,,8490,2793,0.329,,,
1999-03-08,,,,,,,,,,,,,8500,2559,0.301,,,
1999-03-15,,,,,,,,,,,,,8490,2351,0.277,,,
1999-03-22,,,,,,,,,,,,,8500,2175,0.256,,,
1999-03-29,,,,,,,,,,,,,8510,1881,0.221,,,
1999-04-05,,,,,,,,,,,,,8500,1735,0.204,,,
1999-04-12,,,,,,,,,,,,,8490,1690,0.199,,,
1999-04-19,,,,,,,,,,,,,8480,1433,0.169,,,
1999-04-26,,,,,,,,,,,,,8530,1228,0.144,,,
1999-05-03,,,,,,,,,,,,,8480,1315,0.155,,,
1999-05-10,,,,,,,,,,,,,8490,1631,0.192,,,
1999-05-17,,,,,,,,,,,,,8510,2187,0.257,,,
1999-05-24,,,,,,,,,,,,,8490,2487,0.293,,,
1999-05-31,,,,,,,,,,,,,8500,2993,0.352,,,
1999-06-07,,,,,,,,,,,,,8500,3793,0.446,,,
1999-06-14,,,,,,,,,,,,,8500,4327,0.509,,,
1999-06-21,,,,,,,,,,,,,8500,4707,0.554,,,
1999-06-28,,,,,,,,,,,,,8500,4970,0.585,,,
1999-07-05,,,,,,,,,,,,,8490,5470,0.644,,,
1999-07-12,,,,,,,,,,,,,8500,5902,0.694,,,
1999-07-19,,,,,,,,,,,,,8500,6302,0.741,,,
1999-07-26,,,,,,,,,,,,,8500,6544,0.77,,,
1999-08-02,,,,,,,,,,,,,8500,6913,0.813,,,
1999-08-09,,,,,,,,,,,,,8500,7364,0.866,,,
1999-08-16,,,,,,,,,,,,,8500,7757,0.913,,,
1999-08-23,,,,,,,,,,,,,8500,8017,0.943,,,
1999-08-30,,,,,,,,,,,,,8500,8105,0.954,,,
1999-09-06,,,,,,,,,,,,,8500,8002,0.941,,,
1999-09-13,,,,,,,,,,,,,8500,7928,0.933,,,
1999-09-20,,,,,,,,,,,,,8500,7800,0.918,,,
1999-09-27,,,,,,,,,,,,,8500,8294,0.976,,,
1999-10-04,,,,,,,,,,,,,8500,8318,0.979,,,
1999-10-11,,,,,,,,,,,,,8500,8179,0.962,,,
1999-10-18,,,,,,,,,,,,,8500,7941,0.934,,,
1999-10-25,,,,,,,,,,,,,8500,7707,0.907,,,
1999-11-01,,,,,,,,,,,,,8500,7693,0.905,,,
1999-11-08,,,,,,,,,,,,,8500,7553,0.889,,,
1999-11-15,,,,,,,,,,,,,8500,7244,0.852,,,
1999-11-22,,,,,,,,,,,,,8500,6792,0.799,,,
1999-11-29,,,,,,,,,,,,,8510,6362,0.748,,,
1999-12-06,,,,,,,,,,,,,8500,5983,0.704,,,
1999-12-13,,,,,,,,,,,,,8490,5615,0.661,,,
1999-12-20,,,,,,,,,,,,,8500,5234,0.616,,,
1999-12-27,,,,,,,,,,,,,8490,4986,0.587,,,
2000-01-03,3770,2037,0.54,1900,1226,0.644,1220,758,0.619,1600,904,0.565,8510,4925,0.579,,,
2000-01-10,3770,1945,0.516,1900,1175,0.617,1220,720,0.588,1600,868,0.543,8500,4708,0.554,,,
2000-01-17,3770,1733,0.46,1910,1063,0.558,1230,651,0.531,1600,777,0.486,8500,4224,0.497,,,
2000-01-24,3770,1584,0.42,1910,940,0.493,1230,591,0.482,1600,674,0.421,8500,3789,0.446,,,
2000-01-31,3770,1414,0.375,1900,803,0.422,1230,517,0.422,1600,581,0.363,8500,3315,0.39,,,
2000-02-07,3770,1285,0.341,1900,720,0.378,1230,466,0.38,1600,568,0.355,8490,3039,0.358,,,
2000-02-14,3770,1200,0.318,1910,623,0.327,1230,422,0.344,1600,560,0.35,8500,2805,0.33,,,
2000-02-21,3770,1074,0.285,1910,526,0.276,1220,366,0.299,1600,525,0.328,8500,2491,0.293,,,
2000-02-28,3770,950,0.252,1910,437,0.229,1220,334,0.273,1600,479,0.299,8490,2200,0.259,,,
2000-03-06,3780,831,0.22,1900,382,0.201,1220,302,0.247,1600,446,0.279,8490,1961,0.231,,,
2000-03-13,3760,722,0.192,1900,335,0.176,1230,272,0.222,1600,431,0.269,8500,1760,0.207,,,
2000-03-20,3780,638,0.169,1900,289,0.152,1230,238,0.194,1600,390,0.244,8500,1555,0.183,,,
2000-03-27,3770,539,0.143,1910,246,0.129,1220,203,0.166,1600,361,0.226,8480,1349,0.159,,,
2000-04-03,3750,413,0.11,1900,184,0.097,1220,164,0.134,1600,318,0.199,8500,1079,0.127,,,
2000-04-10,3780,302,0.08,1920,140,0.073,1230,129,0.105,1600,279,0.174,8500,850,0.1,,,
2000-04-17,3760,218,0.058,1900,118,0.062,1220,115,0.094,1590,252,0.158,8470,703,0.083,,,
2000-04-24,3770,215,0.057,1890,123,0.065,1230,128,0.104,1600,288,0.18,8470,754,0.089,,,
2000-05-01,3770,234,0.062,1900,209,0.11,1220,169,0.138,1600,372,0.233,8480,984,0.116,,,
2000-05-08,3780,261,0.069,1910,334,0.175,1220,229,0.187,1600,448,0.28,8480,1272,0.15,,,
2000-05-15,3760,365,0.097,1910,505,0.265,1230,325,0.265,1600,534,0.334,8520,1729,0.203,,,
2000-05-22,3760,519,0.138,1900,651,0.342,1220,403,0.329,1600,587,0.367,8500,2160,0.254,,,
2000-05-29,3770,644,0.171,1910,761,0.399,1230,455,0.371,1600,594,0.371,8490,2454,0.289,,,
2000-06-05,3760,809,0.215,1900,880,0.462,1220,534,0.436,1600,675,0.422,8500,2898,0.341,,,
2000-06-12,3760,1118,0.297,1900,1028,0.54,1220,654,0.534,1600,774,0.484,8510,3574,0.42,,,
2000-06-19,3770,1324,0.351,1910,1136,0.596,1230,756,0.617,1600,858,0.536,8510,4074,0.479,,,
2000-06-26,3770,1603,0.425,1910,1210,0.635,1230,816,0.666,1600,933,0.583,8500,4562,0.537,,,
2000-07-03,3770,1790,0.475,1910,1227,0.644,1220,830,0.678,1600,954,0.596,8500,4801,0.565,,,
2000-07-10,3770,2027,0.538,1900,1287,0.676,1220,844,0.689,1600,1029,0.643,8500,5187,0.61,,,
2000-07-17,3770,2103,0.558,1900,1329,0.698,1230,859,0.701,1600,1106,0.691,8500,5397,0.635,,,
2000-07-24,3770,2189,0.581,1910,1342,0.704,1220,866,0.707,1600,1107,0.692,8490,5504,0.648,,,
2000-07-31,3770,2445,0.649,1910,1486,0.78,1220,942,0.769,1600,1204,0.753,8500,6077,0.715,,,
2000-08-07,3780,2644,0.7,1960,1585,0.809,1230,961,0.784,1600,1268,0.793,8560,6458,0.754,,,
2000-08-14,3780,2847,0.754,1960,1650,0.842,1230,972,0.793,1600,1329,0.831,8560,6798,0.794,,,
2000-08-21,3770,3121,0.827,1960,1661,0.847,1220,980,0.8,1600,1378,0.861,8560,7140,0.834,,,
2000-08-28,3770,3358,0.89,1960,1677,0.856,1220,988,0.807,1600,1406,0.879,8560,7429,0.868,,,
2000-09-04,3770,3423,0.907,1960,1670,0.852,1220,991,0.809,1600,1422,0.889,8560,7506,0.877,,,
2000-09-11,3770,3439,0.911,1960,1651,0.842,1220,981,0.801,1600,1430,0.894,8560,7501,0.876,,,
2000-09-18,3780,3515,0.931,1960,1640,0.837,1220,975,0.796,1600,1427,0.892,8560,7557,0.883,,,
2000-09-25,3770,3559,0.943,1960,1710,0.872,1220,1040,0.849,1600,1484,0.928,8560,7793,0.91,,,
2000-10-02,3770,3571,0.946,1960,1743,0.889,1220,1106,0.903,1600,1478,0.924,8560,7898,0.923,,,
2000-10-09,3780,3572,0.946,1960,1784,0.91,1230,1126,0.919,1600,1465,0.916,8560,7947,0.928,,,
2000-10-16,3780,3610,0.956,1960,1904,0.971,1220,1188,0.97,1600,1529,0.956,8560,8231,0.962,,,
2000-10-23,3780,3637,0.963,1960,1915,0.977,1220,1177,0.961,1600,1502,0.939,8560,8231,0.962,,,
2000-10-30,3780,3538,0.937,1960,1891,0.965,1230,1164,0.95,1600,1469,0.918,8560,8062,0.942,,,
2000-11-06,3780,3470,0.919,1960,1909,0.974,1220,1171,0.956,1600,1459,0.912,8560,8009,0.936,,,
2000-11-13,3770,3385,0.897,1960,1902,0.97,1220,1144,0.934,1600,1425,0.891,8560,7856,0.918,,,
2000-11-20,3780,3270,0.866,1960,1922,0.981,1220,1138,0.929,1600,1395,0.872,8560,7725,0.902,,,
2000-11-27,3780,3146,0.833,1960,1877,0.958,1230,1104,0.901,1600,1361,0.851,8560,7488,0.875,,,
2000-12-04,3780,3040,0.805,1960,1827,0.932,1220,1069,0.873,1600,1324,0.828,8560,7260,0.848,,,
2000-12-11,3770,2936,0.778,1960,1775,0.906,1230,1043,0.851,1600,1275,0.797,8560,7029,0.821,,,
2000-12-18,3780,2828,0.749,1960,1699,0.867,1220,997,0.814,1600,1219,0.762,8560,6743,0.788,,,
2000-12-25,3780,2704,0.716,1960,1609,0.821,1220,938,0.766,1600,1128,0.705,8560,6379,0.745,,,
2001-01-01,3780,2648,0.701,1960,1599,0.816,1230,925,0.755,1600,1121,0.701,8560,6293,0.735,791,776,0.98
2001-01-08,3780,2580,0.683,1960,1548,0.79,1220,899,0.734,1600,1124,0.703,8550,6151,0.719,780,1333,1.71
2001-01-15,3780,2462,0.652,1960,1443,0.736,1220,844,0.689,1600,1045,0.653,8560,5794,0.677,769,883,1.15
2001-01-22,3770,2306,0.611,1960,1319,0.673,1220,757,0.618,1600,940,0.588,8560,5322,0.622,784,757,0.97
2001-01-29,3780,2167,0.574,1960,1213,0.619,1220,705,0.576,1600,882,0.551,8560,4967,0.58,798,829,1.04
2001-02-05,3780,1990,0.527,1960,1089,0.556,1220,633,0.517,1600,799,0.499,8560,4511,0.527,813,1053,1.3
2001-02-12,3780,1843,0.488,1960,998,0.509,1230,593,0.484,1600,769,0.481,8560,4203,0.491,828,744,0.9
2001-02-19,3770,1671,0.443,1960,882,0.45,1220,539,0.44,1600,698,0.436,8560,3790,0.443,839,644,0.77
2001-02-26,3780,1466,0.388,1960,748,0.382,1230,489,0.399,1600,614,0.384,8550,3317,0.388,847,656,0.77
2001-03-05,3780,1261,0.334,1960,593,0.303,1230,406,0.331,1600,512,0.32,8560,2772,0.324,855,1909,2.23
2001-03-12,3770,1146,0.304,1960,500,0.255,1220,351,0.287,1600,513,0.321,8570,2510,0.293,863,1917,2.22
2001-03-19,3770,1033,0.274,1960,433,0.221,1220,312,0.255,1600,523,0.327,8550,2301,0.269,888,1958,2.21
2001-03-26,3770,954,0.253,1960,376,0.192,1230,283,0.231,1600,555,0.347,8570,2168,0.253,924,2166,2.34
2001-04-02,3770,810,0.215,1960,314,0.16,1220,240,0.196,1600,517,0.323,8550,1881,0.22,961,1577,1.64
2001-04-09,3780,681,0.18,1960,271,0.138,1220,191,0.156,1600,485,0.303,8570,1628,0.19,998,1632,1.64
2001-04-16,3770,585,0.155,1960,229,0.117,1220,159,0.13,1600,456,0.285,8560,1429,0.167,1037,1950,1.88
2001-04-23,3760,478,0.127,1960,178,0.091,1220,131,0.107,1600,375,0.234,8540,1162,0.136,1089,1681,1.54
2001-04-30,3760,414,0.11,1950,154,0.079,1220,111,0.091,1600,360,0.225,8590,1039,0.121,1142,1640,1.44
2001-05-07,3780,404,0.107,1960,212,0.108,1230,145,0.118,1600,432,0.27,8580,1193,0.139,1195,1697,1.42
2001-05-14,3760,429,0.114,1960,333,0.17,1220,207,0.169,1600,477,0.298,8560,1446,0.169,1247,1490,1.19
2001-05-21,3770,479,0.127,1960,480,0.245,1230,309,0.252,1600,526,0.329,8540,1794,0.21,1304,1545,1.18
2001-05-28,3770,580,0.154,1960,650,0.332,1230,430,0.351,1600,605,0.378,8550,2265,0.265,1361,1396,1.03
2001-06-04,3780,801,0.212,1960,858,0.438,1230,569,0.464,1600,680,0.425,8550,2908,0.34,1418,1561,1.1
2001-06-11,3780,929,0.246,1960,1016,0.518,1220,677,0.553,1600,727,0.454,8570,3349,0.391,1475,2199,1.49
2001-06-18,3770,1094,0.29,1960,1196,0.61,1230,804,0.656,1600,786,0.491,8570,3880,0.453,1502,2282,1.52
2001-06-25,3780,1243,0.329,1960,1326,0.677,1230,898,0.733,1600,836,0.523,8550,4303,0.503,1488,1926,1.29
2001-07-02,3770,1611,0.427,1960,1520,0.776,1230,1011,0.825,1600,946,0.591,8570,5088,0.594,1474,1665,1.13
2001-07-09,3770,1977,0.524,1960,1674,0.854,1230,1076,0.878,1600,1025,0.641,8560,5752,0.672,1460,1585,1.09
2001-07-16,3770,2215,0.587,1960,1771,0.904,1230,1108,0.904,1600,1084,0.678,8560,6178,0.722,1440,2773,1.93
2001-07-23,3770,2404,0.637,1960,1840,0.939,1230,1137,0.928,1600,1173,0.733,8560,6554,0.766,1387,1836,1.32
2001-07-30,3770,2649,0.702,1960,1849,0.943,1230,1132,0.924,1600,1240,0.775,8560,6870,0.803,1333,1309,0.98
2001-08-06,3780,2998,0.794,1960,1920,0.98,1230,1152,0.94,1600,1340,0.838,8560,7410,0.866,1280,1396,1.09
2001-08-13,3780,3221,0.853,1960,1920,0.98,1230,1148,0.937,1600,1361,0.851,8560,7650,0.894,1226,1251,1.02
2001-08-20,3780,3383,0.896,1960,1873,0.956,1220,1117,0.912,1600,1385,0.866,8560,7758,0.906,1180,1192,1.01
2001-08-27,3770,3537,0.937,1960,1850,0.944,1230,1088,0.888,1600,1402,0.876,8560,7877,0.92,1137,974,0.86
2001-09-03,3780,3549,0.94,1960,1835,0.936,1230,1065,0.869,1600,1442,0.901,8560,7891,0.922,1095,946,0.86
2001-09-10,3780,3554,0.941,1960,1834,0.936,1230,1060,0.865,1600,1487,0.929,8560,7935,0.927,1052,1632,1.55
2001-09-17,3770,3522,0.933,1960,1820,0.929,1220,1051,0.858,1600,1460,0.913,8560,7853,0.917,1010,1877,1.86
2001-09-24,3780,3471,0.919,1960,1789,0.913,1220,1037,0.847,1600,1436,0.898,8560,7733,0.903,973,1657,1.7
2001-10-01,3780,3433,0.909,1960,1775,0.906,1220,1041,0.85,1600,1425,0.891,8560,7674,0.896,936,1163,1.24
2001-10-08,3780,3436,0.909,1960,1801,0.919,1220,1047,0.855,1600,1447,0.904,8560,7731,0.903,898,1083,1.21
2001-10-15,3780,3418,0.905,1960,1826,0.932,1220,1073,0.876,1600,1444,0.903,8560,7761,0.907,861,869,1.01
2001-10-22,3770,3362,0.891,1960,1801,0.919,1230,1059,0.864,1600,1426,0.891,8560,7648,0.893,854,816,0.96
2001-10-29,3780,3277,0.868,1960,1781,0.909,1220,1042,0.851,1600,1398,0.874,8560,7498,0.876,847,770,0.91
2001-11-05,3770,3208,0.85,1960,1757,0.896,1230,1011,0.825,1600,1360,0.85,8560,7336,0.857,839,644,0.77
2001-11-12,3770,3087,0.818,1960,1703,0.869,1230,963,0.786,1600,1321,0.826,8560,7074,0.826,832,789,0.95
2001-11-19,3770,2940,0.779,1960,1614,0.823,1220,899,0.734,1600,1268,0.793,8560,6721,0.785,828,737,0.89
2001-11-26,3780,2802,0.742,1960,1522,0.777,1220,839,0.685,1600,1207,0.754,8560,6370,0.744,825,770,0.93
2001-12-03,3770,2694,0.714,1960,1448,0.739,1220,797,0.651,1600,1192,0.745,8560,6131,0.716,822,1185,1.44
2001-12-10,3780,2586,0.685,1960,1360,0.694,1220,758,0.619,1600,1152,0.72,8560,5856,0.684,820,946,1.15
2001-12-17,3780,2420,0.641,1960,1235,0.63,1230,684,0.558,1600,1070,0.669,8560,5409,0.632,815,706,0.87
2001-12-24,3770,2256,0.598,1960,1113,0.568,1220,616,0.503,1600,975,0.609,8570,4960,0.579,804,693,0.86
2001-12-31,3780,2209,0.585,1960,1106,0.564,1220,595,0.486,1600,989,0.618,8560,4899,0.572,793,662,0.83
2002-01-07,3770,2117,0.561,1960,1063,0.542,1220,561,0.458,1600,969,0.606,8560,4710,0.55,783,644,0.82
2002-01-14,3780,1967,0.521,1960,945,0.482,1230,505,0.412,1600,873,0.546,8560,4290,0.501,773,587,0.76
2002-01-21,3770,1837,0.487,1960,818,0.417,1220,465,0.38,1600,809,0.506,8560,3929,0.459,783,553,0.71
2002-01-28,3780,1734,0.459,1960,765,0.39,1220,432,0.353,1600,772,0.483,8550,3703,0.433,797,1068,1.34
2002-02-04,3780,1658,0.439,1960,727,0.371,1220,405,0.331,1600,757,0.473,8570,3547,0.414,811,668,0.82
2002-02-11,3780,1571,0.416,1960,692,0.353,1220,377,0.308,1600,746,0.466,8550,3386,0.396,825,849,1.03
2002-02-18,3770,1472,0.39,1960,657,0.335,1230,346,0.282,1600,724,0.453,8550,3199,0.374,838,620,0.74
2002-02-25,3770,1351,0.358,1960,588,0.3,1220,302,0.247,1600,685,0.428,8560,2926,0.342,850,995,1.17
2002-03-04,3780,1240,0.328,1960,544,0.278,1230,272,0.222,1600,678,0.424,8570,2734,0.319,862,1163,1.35
2002-03-11,3770,1139,0.302,1960,515,0.263,1220,252,0.206,1600,645,0.403,8560,2551,0.298,874,836,0.96
2002-03-18,3770,1044,0.277,1960,488,0.249,1220,231,0.189,1600,610,0.381,8570,2373,0.277,896,700,0.78
2002-03-25,3780,978,0.259,1960,481,0.245,1220,218,0.178,1600,636,0.398,8570,2313,0.27,932,1341,1.44
2002-04-01,3770,890,0.236,1960,459,0.234,1230,185,0.151,1600,585,0.366,8540,2119,0.248,968,836,0.86
2002-04-08,3770,826,0.219,1960,453,0.231,1230,168,0.137,1600,547,0.342,8560,1994,0.233,1003,763,0.76
2002-04-15,3780,718,0.19,1960,409,0.209,1230,135,0.11,1600,479,0.299,8580,1741,0.203,1039,843,0.81
2002-04-22,3790,617,0.163,1960,368,0.188,1220,109,0.089,1600,408,0.255,8580,1502,0.175,1090,662,0.61
2002-04-29,3780,556,0.147,1960,369,0.188,1230,101,0.082,1600,418,0.261,8540,1444,0.169,1142,836,0.73
2002-05-06,3780,526,0.139,1960,422,0.215,1220,143,0.117,1600,459,0.287,8560,1550,0.181,1193,1545,1.3
2002-05-13,3780,518,0.137,1960,472,0.241,1230,174,0.142,1600,474,0.296,8580,1638,0.191,1244,1763,1.42
2002-05-20,3780,552,0.146,1960,574,0.293,1230,233,0.19,1600,558,0.349,8560,1917,0.224,1300,1170,0.9
2002-05-27,3780,628,0.166,1960,701,0.358,1220,317,0.259,1600,617,0.386,8570,2263,0.264,1358,1388,1.02
2002-06-03,3770,689,0.183,1960,791,0.404,1220,378,0.309,1600,655,0.409,8550,2513,0.294,1415,1185,0.84
2002-06-10,3780,847,0.224,1960,966,0.493,1230,517,0.422,1600,775,0.484,8550,3105,0.363,1473,1812,1.23
2002-06-17,3780,1006,0.266,1960,1082,0.552,1220,612,0.5,1600,848,0.53,8570,3548,0.414,1510,1412,0.94
2002-06-24,3780,1394,0.369,1960,1219,0.622,1220,721,0.589,1600,965,0.603,8560,4299,0.502,1495,1530,1.02
2002-07-01,3780,1761,0.466,1960,1303,0.665,1230,777,0.634,1600,1057,0.661,8560,4898,0.572,1480,1296,0.88
2002-07-08,3770,2003,0.531,1960,1367,0.697,1230,838,0.684,1600,1086,0.679,8570,5294,0.618,1465,1134,0.77
2002-07-15,3780,2206,0.584,1960,1441,0.735,1230,897,0.732,1600,1153,0.721,8550,5697,0.666,1450,1053,0.73
2002-07-22,3780,2417,0.64,1960,1505,0.768,1220,944,0.771,1600,1266,0.791,8560,6132,0.716,1396,1365,0.98
2002-07-29,3780,2587,0.685,1960,1537,0.784,1230,958,0.782,1600,1282,0.801,8570,6364,0.743,1342,995,0.74
2002-08-05,3770,2793,0.74,1960,1582,0.807,1230,972,0.793,1600,1347,0.842,8560,6694,0.782,1288,946,0.73
2002-08-12,3780,2919,0.773,1960,1626,0.83,1220,1002,0.818,1600,1422,0.889,8560,6969,0.814,1234,2938,2.38
2002-08-19,3780,3025,0.801,1960,1661,0.847,1230,1006,0.821,1600,1441,0.901,8560,7133,0.833,1187,1537,1.29
2002-08-26,3780,3172,0.84,1960,1661,0.847,1230,1007,0.822,1600,1437,0.898,8560,7277,0.85,1146,1192,1.04
2002-09-02,3780,3322,0.88,1960,1656,0.845,1230,1012,0.826,1600,1437,0.898,8560,7427,0.868,1104,1443,1.31
2002-09-09,3780,3437,0.91,1960,1670,0.852,1230,1028,0.839,1600,1462,0.914,8560,7597,0.888,1063,1126,1.06
2002-09-16,3770,3476,0.921,1960,1675,0.855,1230,1043,0.851,1600,1453,0.908,8560,7647,0.893,1022,932,0.91
2002-09-23,3780,3507,0.929,1960,1649,0.841,1220,1031,0.842,1600,1463,0.914,8560,7650,0.894,983,1272,1.29
2002-09-30,3780,3455,0.915,1960,1603,0.818,1230,1011,0.825,1600,1450,0.906,8560,7519,0.878,945,1272,1.35
